한글,영어,일어
외연식 보일러,externally fired boiler,
외분식 보일러,externally fired boiler,
외연식 보일러,externally fired boiler,
투과 계수,extinction coefficient,
엑스트라 슈퍼두랄루민,extra superduralumin,
초고 두랄루민,extra superduralumin,
엑스트라 슈퍼두랄루민,extra superduralumin,
초고 두랄루민,extra superduralumin,
"추출, 추기",extraction,抽出(チュウシュツ)
추출,extraction turbine,
추기 터빈,extraction turbine,
추출,extraction turbine,
추기 터빈,extraction turbine,
극고진공,extreme high vacuum,
극압 윤활제,extreme pressure lubricant,
극압 첨가제,extreme-pressure additive,
압출기,extruder,押出機(オシダシキ)
압축 가공,extruding,
압출기,extruding machine,
"압출, 돌출, 돌출부",extrusion,押出(オシダシ)
압출 성형,extrusion molding,押出成形(オシダシセイケイ)
아이,eye,眼(メ【シンタイブイ】)
아이 행,eye hang,
아이 피스,eye piece,
접안 렌즈,eye piece,
아이 피스,eye piece,
접안 렌즈,eye piece,
아이 사이트,eye sight,
아이볼링,eyeballing,
아이볼트,eyebolt,
아이훅,eyehook,
접안 렌즈,eye-lens,
새눈 고리,eyelet,
아일릿,eyelet,
새눈 고리,eyelet,
아일릿,eyelet,
아이너트,eyenut,
패럿,F,
"윗면, 면, 이끝면(기어), 바깥층",face,
이끝 원뿔각,face angle,
정면 캠,face cam,
면심 입방 구조,face centered cubic,
정면 밀링 커터,face cutter,
정면 기어,face gear,
정면 연삭,face grinding,
정면 선반,face lathe,
정면 밀링 커터,face mill,
페이스 밀 아버,face mill arbor,
정면 밀링 커터,face milling cutter,
절삭 공구의 절삭면,face of cutting tool,
용접 표면,face of weld,
면판,face plate,
페이스 실드,face shield,
이나비,face width,
이폭,face width,
치폭,face width,
이나비,face width,
이폭,face width,
치폭,face width,
이나비,face width,
이폭,face width,
치폭,face width,
앞면 굽힘 시험편,face-bend specimen,
앞면 굽힘 시험,face-bend test,
정면 조합 베어링,face-to-face duplex bearing,
페이싱,facing,
단면 절삭,facing,
도형,facing,
페이싱,facing,
단면 절삭,facing,
도형,facing,
페이싱,facing,
단면 절삭,facing,
도형,facing,
도형재,facing material,
표면사,facing sand,
도형재,facings,
팩시밀리,facsimile,ファクシミリ(ファクシミリ)
증발 계수,factor of evaporation,
안전율,factor of safety,
제작 공장,factory,
제조소,factory,
공장,factory,
제작 공장,factory,
제조소,factory,
공장,factory,
제작 공장,factory,
제조소,factory,
공장,factory,
공장 자동화,factory automation,
공장 관리,factory management,
공작선,factory ship,
공장 시험,factory test,
페이드,fade,
화씨 눈금,Fahrenheit scale,
F 눈금,Fahrenheit scale,
화씨 눈금,Fahrenheit scale,
F 눈금,Fahrenheit scale,
페일 세이프,fail safe,
페일 세이프,fail-safe,
페일 세이프 구조,fail-safe structure,
파손,failure,
에프 엠 이 에이,failure mode effect analysis,
고장률,failure rate,
폴스 브리넬링,false Brinelling,
통풍기,fan,
팬,fan,
통풍기,fan,
팬,fan,
팬 브레이크,fan brake,
공기 동력계,fan dynamometer,
팬 인,fan in,
팬 제트,fan jet,
팬 아웃,fan out,
패럿,farad,
페러데이 법칙,Faraday's law,
농업용 트랙터,farm tractor,
빠른 중성자,fast neutron,
고속 중성자로,fast neutron reactor,
고정 풀리,fast pulley,
파스너,fastener,ファスナ(ファスナ)
피로,fatigue,疲れ(ツカレ)
피로 균열,fatigue crack,疲れ?裂(ツカレキレツ)
피로 변형,fatigue deformation,
피로 파괴,fatigue fracture,疲れ破?(ツカレハカイ)
피로 수명,fatigue life,疲れ?命(ツカレジュミョウ)
피로 한도,fatigue limit,
피로 한계도,fatigue limit diagram,
피로 한도 선도,fatigue limit diagram,
피로 한계도,fatigue limit diagram,
피로 한도 선도,fatigue limit diagram,
노치 계수,fatigue notch factor,
피로 강도,fatigue strength,疲れ?さ(ツカレツヨサ)
피로 시험,fatigue test,疲れ試?(ツカレシケン)
피로 시험기,fatigue testing machine,
급수전,faucet,水栓(スイセン【water plug】)
수전 이음,faucet joint,
고장의 트리 해석,fault tree analysis,フォ?ルトツリ?解析(フォ?ルトツリ?カイセキ)
미끄럼 키,feather key,
페더 키,feather key,
미끄럼 키,feather key,
페더 키,feather key,
페더화,feathered,
마름모꼴 줄,featheredge file,
이송,feed,
이송 속도,feed,
이송,feed,
이송 속도,feed,
이송 변속 장치,feed change gear box,
F 기능,feed function,
이송 장치,feed gear,
피드 연삭,feed grinding,
정지 연삭,feed grinding,
피드 연삭,feed grinding,
정지 연삭,feed grinding,
급수관,feed pipe,
이송 속도 오버라이드,feed rate override,
이송봉,feed rod,
이송 나사,feed screw,
이송축,feed shaft,
급기 밸브,feed valve,
급수 가열기,feed water heater,
급수 펌프,feed water pump,
급수 조정기,feed water regulator,
급수 탱크,feed water tank,
급수 처리,feed water treatment,
궤환,feedback,フィ?ドバック(フィ?ドバック)
피드백,feedback,フィ?ドバック(フィ?ドバック)
궤환,feedback,フィ?ドバック(フィ?ドバック)
피드백,feedback,フィ?ドバック(フィ?ドバック)
피드백 제어,feedback control,フィ?ドバック制御(フィ?ドバックセイギョ)
피더,feeder,
압탕,feeder head,
피더 헤드,feeder head,
압탕,feeder head,
피더 헤드,feeder head,
피드포워드 제어,feedforward control,フィ?ドフォワ?ド制御(フィ?ドフォワ?ドセイギョ)
압탕,feeding head,
피더 헤드,feeding head,
압탕,feeding head,
피더 헤드,feeding head,
필러,feeler,
틈새 게이지,feeler gauge,
피트,feet,
펠로스 기어 세이퍼,Fellow's gear shaper,
펠트,felt,フェルト(フェルト)
암나사,female screw,
펜더,fender,
페르뮴,fermium,フェルミウム(フェルミウム)
페르니코,Fernico,
페라이트,ferrite,フェライト(フェライト)
페로,ferro,
페로얼로이,ferroalloy,フェロアロイ(フェロアロイ)
페로크롬,ferrochrome,
철근 콘크리트,ferroconcrete,
강자성체,ferromagnetic material,
강자성체,ferromagnetic substance,
페로망간,ferromanganese,フェロマンガン(フェロマンガン)
페로몰리브덴,ferromolybdenum,
페로포스포러스,ferrophosphorus,
인철,ferrophosphorus,
페로포스포러스,ferrophosphorus,
인철,ferrophosphorus,
페로실리콘,ferrosilicon,フェロシリコン(フェロシリコン)
페로텅스텐,ferrotungsten,
쇠고리,ferrule,
연료 친물질,fertile material,
핵연료 친물질,fertile material,
연료 친물질,fertile material,
핵연료 친물질,fertile material,
섬유,fiber,?維(センイ)
파이버,fiber,?維(センイ)
섬유,fiber,?維(センイ)
파이버,fiber,?維(センイ)
파이버 그리스,fiber grease,
섬유 강화 금속,fiber reinforced metal,?維?化金?(センイキョウカキンゾク)
섬유 강화 금속,fiber reinforced metals,
섬유 강화 플라스틱,fiber reinforced plastics,
섬유 강화 열가소성 플라스틱,fiber reinforced thermoplastics,
파이버 스코프,fiber scope,ファイバスコ?プ(ファイバスコ?プ)
유리 섬유 강화 플라스틱,fiberglass-reinforced plastic,
활꼴 드릴,fiddle drill,
필드 밸런싱,field balancing,
전계 효과 트랜지스터,field effect transistor,
전계 이온 현미경,field ion microscope,電界イオン?微鏡(デンカイイオンケンビキョウ)
"그림, 숫자",figure,?形(ズケイ)
필라멘트,filament,フィラメント(フィラメント)
필라멘트 와인딩법,filament winding method,
줄,file,やすり(ヤスリ)
줄 청소구,file cleaner,
줄눈 절삭기,file cutting machine,
줄 시험기,file tester,
사상 부식,filiform corrosion,
"줄질, 줄작업",filing,
줄 기계,filing machine,
줄 작업,filing machine,
줄 기계,filing machine,
줄 작업,filing machine,
필러,filler,
필터 엘리먼트,filler element,
용가재,filler metal,溶加材(ヨウカザイ)
충전재,filler metal,溶加材(ヨウカザイ)
용가재,filler metal,溶加材(ヨウカザイ)
충전재,filler metal,溶加材(ヨウカザイ)
필러선,filler wire,
모따기,fillet,
필릿,fillet,
모따기,fillet,
필릿,fillet,
필릿 표면,fillet surface,
필릿 용접,fillet weld,
앞면 필릿 용접,fillet weld in normal shear,
측면 필릿 용접,fillet weld in parallel shear,
필릿 용접크기,fillet weld size,
필릿 용접,fillet welding,隅肉溶接(スミニクヨウセツ)
덧씌우기,filling,充?(ジュウテン)
"막, 필름",film,
필름 배지,film badge,
맑끓음,film boiling,
막비등,film boiling,
맑끓음,film boiling,
막비등,film boiling,
필름 냉각,film cooling,フィルム冷却(フィルムレイキャク)
막집적 회로,film integrated circuit,
여과기,filter,フィルタ(フィルタ)
평활 회로,filter,フィルタ(フィルタ)
필터,filter,フィルタ(フィルタ)
여과기,filter,フィルタ(フィルタ)
평활 회로,filter,フィルタ(フィルタ)
필터,filter,フィルタ(フィルタ)
여과기,filter,フィルタ(フィルタ)
평활 회로,filter,フィルタ(フィルタ)
필터,filter,フィルタ(フィルタ)
여과 보조제,filter aid,ろ過助?(ロカジョザイ)
여과천,filter cloth,ろ布(ロフ)
여과재,filter medium,
필터 프레스,filter press,?ろ器(アツロキ)
여과,filtration,ろ過(ロカ)
주조 핀,fin,
핀,fin,
주조 핀,fin,
핀,fin,
종감속비,final reduction ratio,
파인더,finder,
미동 조정 장치,fine adjustment,
정밀 보링 머신,fine boring machine,
파인 세라믹스,fine ceramics,ファインセラミック(ファインセラミック)
파인 케미스트리,fine chemistry,
분탄,fine coal,
가는 나사,fine thread,
종횡비,fineness ratio,
미분,fines,
핑거 핀 클로저,finger pin closer,
다듬질 절삭,finish cut,
다듬질 단조,finish forging,
다듬질 절삭,finish machining,
다듬질 기호,finish marks,
다듬질 볼트,finished bolt,
다듬질 작업,finishing,
다듬질 여유,finishing allowance,
절삭 여유,finishing allowance,
다듬질 여유,finishing allowance,
절삭 여유,finishing allowance,
다듬질 롤,finishing roll,
다듬질 바이트,finishing tool,
유한 익렬,finite cascade,
유한 변형,finite deformation,有限?形(ユウゲンヘンケイ)
유한 요소법,finite element method,有限要素法(ユウゲンヨウソホウ)
"화재 경보, 화재 경보기",fire alarm,
화격자봉,fire bar,
연소실,fire box,
내화 벽돌,fire brick,
파이어 브리지,fire bridge,
내화 점토,fire clay,
아궁이 문,fire door,
소화기,fire extinguisher,
화격자,fire grate,火格子(ヒゴウシ)
연소구,fire hole,
소화용 호스,fire hose,
소화전,fire hydrant,
소화용 주관,fire main,
발화점,fire point,
소화 펌프,fire pump,
연관,fire tube,
연관 보일러,fire tube boiler,煙管ボイラ(エンカンボイラ)
소성형,fired mold,
내화 재료,fireproof material,
내화 재료,fire-resisting material,
점화,firing,
착화,firing,
점화,firing,
착화,firing,
점화 간격,firing interval,
점화 순서,firing order,
점화봉,firing rod,
제 1 각법,first angle projection,
제 1 각법,first angle system,
1번 탭,first hand tap,
운동의 제 1 법칙,first law of motion,
관성의 법칙,first law of motion,
운동의 제 1 법칙,first law of motion,
관성의 법칙,first law of motion,
집어등,fish attracting lamp,
"은점, 어안",fish eye,
피시 스케일,fish scale,
피시 테일링,fish tailing,
핵분열 생성,fission products,
핵분열 생성물,fission products,
핵분열 생성,fission products,
핵분열 생성물,fission products,
끼워맞춤,fit,
끼워맞춤의 등급,fit quality,
끼워맞춤 공차,fit tolerance,
다듬질 공원,fitter,
다듬질 작업대,fitter's bench,
비벼맞춤,fitting,
피팅,fitting,
끼워맞춤,fitting,
비벼맞춤,fitting,
피팅,fitting,
끼워맞춤,fitting,
비벼맞춤,fitting,
피팅,fitting,
끼워맞춤,fitting,
다듬질 공장,fitting shop,
끼움판,fitting strip,
삽입판,fitting strip,
끼움판,fitting strip,
삽입판,fitting strip,
부착물,fittings,
고정 보,fixed beam,
고정 빔,fixed beam,
고정 보,fixed beam,
고정 빔,fixed beam,
고정 블록 포맷,fixed block format,
고정 탄소,fixed carbon,
고정 중심,fixed center,
고정 중심 궤적,fixed centrode,
고정단,fixed end,
고정 안내 날개,fixed guide vane,
고정 지브 기중기,fixed jib crane,
부착 라이너,fixed liner,
고정 하중,fixed load,
고정 피치 프로펠러,fixed pitch propeller,
고정 풀리,fixed pulley,
고정 방진구,fixed stay,
고정 지점,fixed support,
고정익 항공기,fixed wing aircraft,
고정 모멘트,fixing moment,
고정 장치,fixture,
픽스처,fixture,
고정구,fixture,
고정 장치,fixture,
픽스처,fixture,
고정구,fixture,
고정 장치,fixture,
픽스처,fixture,
고정구,fixture,
백점,flake,フレ?ク(フレ?ク)
플레이크,flake,フレ?ク(フレ?ク)
백점,flake,フレ?ク(フレ?ク)
플레이크,flake,フレ?ク(フレ?ク)
박리,flaking,
플레이킹,flaking,
박리,flaking,
플레이킹,flaking,
화염,flame,火炎(カエン)
플레임,flame,火炎(カエン)
화염,flame,火炎(カエン)
플레임,flame,火炎(カエン)
화염 조정,flame adjustment,
화염 풀림,flame annealing,
화염 어닐링,flame annealing,
화염 풀림,flame annealing,
