한글,영어,일어
가스 크로마토그래피,gas chromatography,ガスクロマトグラフィ一
가스샘,gas gland,ガス腺
팽복부,gaster,膨腹部
장조동물(腸祖動物),gastraea,腸祖動物
위강,gastral cavity,胃 腔
위사(胃絲),gastric filament,胃 絲
위샘,gastric gland,胃 腺
위액,gastric juice,胃 液
"비장근, 장단지근",gastrocnemius muscle,ひ《?》腹筋
"원장강, 위강",gastrocoel,原腸腔
위층,gastrodermis,胃 層
위장관 호르몬,gastrointestinal hormone,胃腸ホルモン
위석,gastrolith,胃 石
복족류,gastropod,腹足類
복공,gastropore,榮養體孔
위수강,gastrovascular cavity,胃水管腔
위수관계,gastrovascular system,胃水管系
영양개충,gastrozooid,⑴ 榮養個蟲 ⑵ 食 體
문여닫이 전류,gating current,ゲ－ト電流
젤라틴,gelatin,ゼラチン
젤라틴 액화,gelatin liquefaction,ゼラチン液化
교상결합조직,gelatinous connective tissue,こう*膠*樣結合組織
"교질섬유, 젤라틴섬유",gelatinous fiber,ゼラチン纖維
아구형성,gemmation,芽 生
뺨,gena,ほ お
유전자 조절,gene regulation,遺傳子調節
유전자이어맞추기,gene splicing,遺傳子スプライシング
일반조합능력,general combining ability,一般組合せ能力
원균사,generative hypha,形成菌絲
유전적 유의 선량,genetically significant dose,遺傳有意線量
무릎모양의,geniculate,ひぎ折り狀--形
"슬(膝), 무릎",geniculum,節
생식삭(生殖索),genital cord,生殖索
생식습,genital fold,生殖褶
생식판,genital plate,生殖[口]板
생식공,genital pore,生殖孔
생식마디,genital segment,生殖節
"생식융기, 음순음낭융기",genital swelling,生殖隆起
생식결절(生殖結節),genital tubercle,生殖結節
무릎마디,genu,しつ*膝* 節
신속(新屬),genus novum,新屬
"지식물학, 식물지리학",geobotany,植物地理學
지하결실,geocarpy,地下結實
지사적분포,geohistorical distribution,地史的分布
지질학적천이,geological succession,地史的遷移
호지성(好地性),geophilic,好地性 -- 形
제라닐 피로인산염,geranyl pyrophosphate,ラニルピロリン酸
"세균, 미생물, 배아",germ,⑴ 原 基 ⑵ 微生物
배종설,germ theory,胚種說
배아 중심,germinal center,胚中心
생식신월환,germinal crescent,生殖三日月環
발아층,germinative layer,胚芽情
성체진화,gerontomorphosis,成體進化
거대축삭,giant axon,巨大軸索
거대 섬모,giant cilium,巨大纖毛
지베렐산,gibberellic acid,ジベレリン酸
"새방( 房), 아가미방",gill chamber,⑴ ?腔 ⑵ ?室
환상박피,girdling,環狀除皮
"모래주머니, 사낭",gizzard,砂 囊
빙하시대,glacial age,氷河時代
빙하식물군,glacial flora,氷河植物群
빙하기,glacial period,氷河期
선상피,glandular epithelium,腺上皮
"샘털, 선모",glandular hair,腺毛
선엽(腺葉),glandular lobe,腺 葉
선상돌기(腺狀突起),glandular trichome,腺狀突起
기본체(基本 ),gleba,グレバ
글레이 토양,gley soil,グライ土
신경교세포,glial cell,グリア細胞(神經こう*膠*細胞)
담창구(淡蒼球),globus pallidus,淡靑球
점질포자,gloeospore,粘性胞子
사구체낭,glomerular capsule,絲球體囊
사구체 여과속도,glomerular filtration rate,絲球體濾過率
사구체 신염,glomerulonephritis,絲球體じん*腎* 炎
사구체,glomerulus,絲球體
"가운데 혀, 중설",glossa,⑴ 舌 ⑵ 中 舌
설인신경,glossopharyngeal nerve,舌いん*咽*神經
"후두, 성문",glottis,聲 門
글루코오스신생,gluconeogenesis,グルコ－ス新生
글루콘산,gluconic acid,グルコン酸
글루코사민,glucosamine,グルコサミン
포도당 산화효소,glucose oxidase,グルコ－スオキシダ－ゼ
글루코시드 가수분해효소,glucosidase,グルコシダ－ゼ
글루코시드,glucoside,グルコシド
글루쿠론산,glucuronic acid,グルクロン酸
"낟껍질, 포영",gluma,包えい@潁@
"낟껍질, 포영(苞潁)",glume,包えい@潁@
"이삭꽃, 영화",glumous flower,えい@潁@花
글루탐산 합성효소,glutamate synthase,グルタミン酸シンタ－ゼ
글루타민 합성효소,glutamine synthetase,グルタミンシンテタ－ゼ
글루텔린,glutelin,グルテリン
글리세르알데히드,glyceraldehyde,グリセルアルデヒド
글리코겐 분해,glycogenolysis,グリコゲン分解
글리콜산,glycolic acid,グリコ－ル酸
글리코사미노글리칸,glycosaminoglycan,グリコサミノグリカン
글리옥실산,glyoxylic acid,グリオキシル酸
악순(顎脣),gnathochilarium,がく*顎*唇
악각(顎脚),gnathopod,⑴ がく*顎* 脚 ⑵ がく*顎* 肢
"배세포, 배상세포",goblet cell,杯狀細胞
생식샘자극호르몬 방출호르몬,gonadotropin-releasing hormone,生殖腺刺激ホルモン放出 /ホルモン
고니디아,gonidium,ゴニジア
조포사(造胞絲),gonimoblast,造胞絲
생식샘내강,gonocoel,生殖線內腔
"생식수관, 생식륜관",gonoduct,生殖輸管
생식끝돌기,gonostylus,生殖尾突起
생식체포,gonotheca,生殖體包
생식개충,gonozooid,有性生殖個體
차등반응,graded response,段階的應答
"접붙이기, 접목",graftage,接木 (接ぎ木)
그라미시딘,gramicidin,グラミシジン
그람 음성,gram-negative,グラム陰性--形
그람 양성,gram-positive,グラム陽性--形
그람 부정,gram-variable,グラム不定
과립샘,granular gland,果粒腺
과립혈구,granular hemocyte,果粒血球
과립형성,granulation,⑴ 果粒形成 ⑵ 肉 芽
화본과초본,grass,イネ科草本
"초지, 목초지",grassland,草原
중력수,gravitational water,重力水
회백질,gray matter,灰白質
대망(大網),greater omentum,人 網
녹선,green gland,綠 脫
온실,greenhouse,溫室
"구(溝), 흠",groove,溝
총생산량,gross production,總生産[量]
지표식피,ground cover,地表植被
지하수,ground water,地下水
"군, 집단, 원자단",group,⑴ グル－プ ⑵ 群 ⑶ 集 團 ⑷ 群 れ
생장부,growing region,成長帶/成長部
생장추체,growth cone,成長円錐
생장굴곡,growth curvature,成長屈曲
생장형,growth form,生育形
표면생장,growth in surface,表面成長
생장량,growth increment,成長量
생장선,growth line,成長線
생장운동,growth movement,成長運動
생장테,growth ring,成長輪
광택세포(光澤細胞),guanophore,グアニン色素胞
구아닐산 고리화효소,guanylate cyclase,グアニル酸シクラ－ゼ
"식도, 인후",gula,⑴ の ど(いんこう*咽 喉*) ⑵ いんこう*咽 喉* 板
고무,gum,ゴム
고무도,gum duct,ゴム道
미각,gustation,味 覺
암수술합착의,gynandrous,雌雄ずい合體--形
씨방자루,gynophore,子房柄
육주체(肉柱體),gynostegium,雄ずい筒
회(回),gyrus,腦 回
"유짜, 해니(骸泥)",gyttja,骸泥
서식지요인,habitat factor,生育地要因
"체형, 체질",habitus,體 型
"모세포, 생모세포",hair cell,有毛細胞
모판,hair plate,毛 板
핼러기관,Haller's organ,ハラ一器官
엄지발가락,hallux,(1)後 し *趾*(2)第一指 ((趾))
염생생물,halobiont,鹽生生物
"호염성, 호염생물",halophile,好鹽性動物
호염성식물,halophilous plant,鹽生植物
구상골(鉤狀骨),hamatum,有こう *鉤*骨
"날개갈고리, 갈고리강모",hamulus,はねかぎ
현적 배양 (懸適培養),hanging drop culture,懸滴培養
단상생활체,haplobiont,ハプロビオント
일륜수술(一輪雄 ),haplostemonous,一輪雄ずい--形
부착성편모,haptonema,ハプトべん@鞭@毛
하더샘,Harderian gland,ハ－ダ-腺
화본과초원,hardgrass prairie,イネ科草原
창꼴,hastate,ほこ形--形
"흡기, 흡관",haustellum,ふん *吻* 管
흡근,haustorial root,吸 根
하버스관,Haversian canal,ハ－バ－ス管　
하버스계,Haversian system,ハ－バ－ス系
두피,head capsule,頭がい*蓋*
두습(頭褶),head fold,萌 摺
"두신(頭腎), 전신",head kidney,頭じん*腎*
청각,hearing,聽 覺
심장,heart,心 臟
심박율,heart rate,心拍數
열용량,heat capacity,熱容量
열충격 단백질,heat shock protein,熱ショックタンパク質
히스,heath,ヒ－ス
교접완,hectocotylus,交接腕
헬라세포,HeLa cell,ヒ－ラ細胞
"호소부유생물, 호소플랑크톤",heleoplankton,池沼プランクトン
나선원추체,helicocone,ら*螺*管
나선포자,helicospore,渦卷狀胞子
윤충학,helminthology,ぜん蟲學
혈구 응집 억제 시험(법),hemagglutination inhibition test,[赤]血球凝集阻止試驗
혈도궁(血道弓),hemal arch,血管弓
적색소,hematochrome,ヘマトクロム
"편새(片 ), 반쪽아가미",hemibranch,片?
헤미셀룰로오스,hemicellulose,ヘミセルロ－ス
"헤미데스모소옴, 반접착반",hemidesmosome,半接着斑
반초시,hemielytron,半しょう《?》翅
반음경,hemipenis,半陰莖
반구,hemisphere,半 球
반달모양체,hemizonid,半月體
헤모크로모겐,hemochromogen,ヘモクロモ－ゲン
혈구아세포,hemocytoblast,血球芽細胞
혈림프,hemolymph,皿リンパ
헨레층,Henle's layer,ヘンレ層
헨레고리,Henle's loop,ヘンレのル－プ
헨레 초,Henle's sheath,ヘンレしよう
간문맥계,hepatic portal system,肝門脈系
간문맥,hepatic portal vein,肝門脈
"칠탄당, 헵토오스",heptose,ヘプト－ス (七炭糖)
초본대,herb zone,草本帶
초본층,herbaceous layer,草本層
식물표본관,herbarium,ハ－バリウム
석엽표본( 葉∼),herbarium specimen,おし葉標本
초식성,herbivorous,草食件--形
초원,herbosa,草原
헤르브스트소체,Herbst's corpuscle,ヘルプスト小體
집단면역,herd immunity,集團免疫
양성샘,hermaphroditic gland,兩性[生殖]腺
포진바이러스,herpes virus,ヘルペスウイルス
파충류학,herpetology,兩生は *爬* 蟲類學
밀감상과일,hesperidium,ミカン狀果
감과(甘果),hespidium,ミカン狀果
헤테로옥신,heteroauxin,ヘテロオ－キシン
이형담자기,heterobasidium,異擔子器
이형과실형성,heterocarpy,異形果實形成
이형지느러미,heterocercal fin,下相稱びれ(異形尾)
이화피(異花被)의,heterochlamydeous,異花被--形
이화피화,heterochlamydeous flower,異花被花
이형원석(異型圓石),heterococcolith,異型円石
이형자엽성,heterocotyly,異形子葉性
이형치,heterodont,異形齒
이형 발효,heterofermentation,ヘテロ發酵
이형배우자낭,heterogametangium,異型配偶子囊
이형유도,heterogenetic induction,異質誘導
"이종이식, 이종이식편",heterograft,→ xenograft
자웅혼립동주(雌雄混立同株),heteroicous,雌雄混立同株--形
"이상발생, 이종구조",heterology,異常發生
타가분해,heterolysis,異常溶解
이수화,heteromerous flower,異數花
이층지의(異層地衣),heteromerous lichen,異層地衣
이층지의,heteromorphous lichen,異層地衣
이형(異形),heteromorphy,異形
이형엽,heterophyll,異形葉
"이형성, 이종형성",heteroplasia,異形成
이형포자의,heterosporous,異形胞子--形
이형시납스 촉진(작용),heterosynaptic facilitation,異シナプス促通
이형사상(異形絲狀),heterotrichous,異形絲狀--形
이형사상성,heterotrichy,異形絲狀性
헥소사민,hexosamine,ヘキソサミン
human growth hormone,HGH,→hyperglycemic hormone
"겨울눈, 월동층",hibernaculum,越冬場所
고밀도 지질단백질,high density lipoprotein,高密度リボタンパク質
고빈도 재조합,high frequency recombination,高頻度組換え型(Hfr)
고성능 액체크로마토그래피,high performance liquid chromatography,高i速液體クロマトグラフイ－(HPLC)
힐 반응,Hill reaction,ヒル反應
"배꼽, 문",hilus,門
"능형뇌(菱形腦), 후뇌",hind-brain,後 腦
후장,hind-gut,後 腸
"접번(蝶番), 경첩",hinge,ちょうつがい
교합선,hinge line,ちょうつがい線
경첩돌기,hinge tooth,こう *鉤*齒
"요대, 히프거들",hip girdle,腰 帶
해마(海馬),hippocampus,海 馬
"히푸르산, 마뇨산",hippuric acid,馬尿酸
히스속,His bundle,ヒス[田原]束
조직아구,histioblast,組織芽球
조직구,histiocyte,組織球
조직적합성 항원,histocompatibility antigen,組織適合性抗原
조직원,histogen,原組織
조직원설,histogen theory,原組織說
호즈킨 회로,Hodgkin cycle,ホジキンサイクル
"공각(空角), 빈뿔",hollow horn,洞 角
"외생출아형, 전출아형(全出芽型)",holoblastic,全分芽型--形
"전새(全 ), 완전아가미",holobranch,全- ?
"전실성(全實性), 전과성",holocarpic,全實性--形
전실성(全實性),holocarpy,全實性
전분비샘,holocrine gland,全分泌腺
완전변태,holometaboly,完全變能
"전생식형, 전생활형태",holomorph,ホロモルフ
완전재생,holomorphosis,完全再生
"완전기생생물, 전기생",holoparasite,全寄生生物
전기생,holoparasitism,全寄生
완전 식물성 영양,holophytic nutrition,完全植物性榮養
전엽상체형,holothallic,全葉狀體型--形
완전 동물성 영양,holozoic nutrition,完全動物性榮養
"행동역, 행동권",home range,行動圈(ホ－ムレンジ)
동형지느러미,homocercal fin,柑稱びれ(正形尾)
동형치,homodont,同形齒
동형발효,homofermentation,ホモ發酵
순계발생,homogenesis,同種發生
"균질기, 호모지나이저",homogenizer,ホモジェナイザ－
"동종이식, 동종접목",homograft,allograft
항온동물,homoiotherm,恒溫動物
등황난,homolecithal egg,等黃卵
동형형성,homomorphosis,同質形成
동모식표본,homotype,同 型
벌집,honeycomb,ハチの巢胃
"제(蹄), 발굽",hoof,ひずめ
갈고리형성,hook formation,かぎ形形成
"단층, 지평선",horizon,發生段階
수평 세포,horizontal cell,水子細砲
"수평 격벽, 수평 격막",horizontal septum,水平中隔
"각(角), 뿔",horn,角
각질인(角質鱗),horny scale,舟 鱗
속새류,horsetails,トクサ類
온천생물,hot-spring organism,溫泉生物
하우십 와(窩),Howship's lacuna,ハウシップ窩
사람 태반성 생식선자극 호르몬,human chorionic gonadotropin,ヒト柔毛膜性ゴナドトロピン(HCG)
"상완골, 상박골",humerus,上腕骨
체액성,humoral,[體]液性--形
헉슬리층,Huxley's layer,ハクスリ層
유리질층,hyaline layer,透明層
히드라꽃,hydranth,ヒドロ花
습성천이,hydrarch succession,濕性遷移
수화효소,hydratase,ヒドラタ－ゼ
수도(水度),hydrature,水度
수생생물학,hydrobiology,水生生物學
수소 수용체,hydrogen acceptor,水素受容體
수소 세균,hydrogen bacteria,水素細菌
수소화효소,hydrogenase,ヒドロゲナ－ゼ
가수분해효소,hydrolase,ヒドロラ－ゼ  (加水分解酵素)
수매화,hydrophilous flower,水媒花
소수성 결합,hydrophobic bond,疏水結合
하이드로폴립,hydropolyp,ヒドロホリブ
수경재배,hydroponics,水栽培
수근,hydrorhiza,ヒドロ根
습성천이계열,hydrosere,濕生系列
하이드로스파이어,hydrospire,水管ひだ
"정수 골격, 유체정역학적 골격",hydrostatic skeleton,水力學的骨格
하이드로포,hydrotheca,ヒドロ包
습도수용기,hygroreceptor,濕度受容器
흡습성,hygroscopic,吸濕竹--形
흡착수,hygroscopic water,吸着水
처녀막,hymen,處女膜
