한글,영어,일어
재고 일정계획,inventory scheduling,
재고 이론,inventory theory,
재고회전율,inventory turnover,
역행렬,inverse matrix,
역행렬,inverse of a matrix,
역거듭제곱 법칙,inverse power law,
투자,investment,
설비투자,investment for equipment,
투자 계획,investment plan,
투자 비율,investment ratio,
이온,ions,
입력-처리-출력표,IPO,
정보추출,IR,
기약 마코프사슬,irreducible Markov chain,
불규칙 변동,irregular variation,
불규칙성,irregularity,
이시가와 그림,Ishikawa diagram,
고립된 자동화,island of automation,
국제표준기구,ISO,
등장성 근력,isokinetic strength,
등척성 근력,isometric strength,
등장성 근력,isonic strength,
반복,iteration,
반복개선법,iterative improvement,
반복최적화,iterative optimization,
산업용 텔레비전,ITV,
젝슨형 대기행렬네트워크,Jackson type queueing network,
일본 공업규격,Japanese Industrial Standards,
턱,jaw,
자동화,Jidoka,
지그,jig,
지그 천공기계,jig boring machine,
지그속 파내기 선반,jig boring machine,
지그 천공기계,jig boring machine,
지그속 파내기 선반,jig boring machine,
JST,Jinjin Supervisor Training,
일본공업규격,JIS,
변화감지역,JND,
작업여유,job allowance,
직무 분석,job analysis,
사무직무분석,job analysis in offices,
작업완료시점,job completion time,
작업 제어 언어,job control language,
직무기술서,job description,
작업난이도 조정계수,job difficulty adjustment factor,
작업 조기 시간,job earliness,
직무 확대,job enlargement,
직무 충실,job enrichment,
직무 평가,job evaluation,
작업흐름시간,job flow time,
작업개선,job improvement,
작업지도서,job instruction sheet,
작업지연시간,job lateness,
개별 작업 원가계산,job order cost accounting,
작업 순서 규칙,job priority rules,
직무보상,job rewards,
순환 근무,job rotation,
주문 생산,job shop,
주문생산형 배치,job shop layout,
주문생산,job shop production,
주문생산 일정계획,job shop scheduling,
직무명세서,job specification,
작업지연,job tardiness,
작업 전표,job ticket,
작업표,job ticket,
작업 전표,job ticket,
작업표,job ticket,
작업허용시간,job tolerance time,
작업,job work,
주문생산 일정계획,job-shop scheduling problem,
요한슨 블록,Johanson block,
존슨 규칙,Johnson's rule,
결합 확률 분포,joint probability distribution,
관절공간,joint space,
관절벡터,joint vector,
다관절 로보트,jointed-arm robot,
다관절로봇,jointed-arm robot,
다관절 로보트,jointed-arm robot,
다관절로봇,jointed-arm robot,
혼합전략,jointly mixed strategy,
조이스틱,joy stick,
JST,JST,
JIT,Just in time,
JIT구매,Just In Time purchase,
변화감지역,just noticeable difference,
JIT,just-in-time,
간반 시스템,Kanban system,
카프란-마이어 추정값,Kaplan-Meier estimate,
카마카의 해법,Karmarkar's algorithm,
뾰족함,kartosis,
Karush - Kuhn - Tucker 조건,Karush - Kuhn - Tucker condition,
켈빈의 법칙,Kelvin's law,
켄달 기호,Kendall's notation,
핵,kernel,
중요한 점,key point,
운동학,kinematics,
활동 범위도,kinetosphere,
키트,kit,
키트반출,kit pulling,
케이 제이법,KJ method,
KK-3 분류방법,KK-3 system,
배낭문제,Knap sack problem,
배낭문제,knapsack problem,
앉은 무릎높이,knee height,
앉은무릎높이,"knee height, sitting",
지식 습득,knowledge acquisition,
지식 베이스,knowledge base,
지식공학,knowledge engineering,
지식 표현방식,knowledge representation,
콜모고로프 후방방정식,Kolmogorov's backward equation,
콜모고로프 부등식,Kolmogorov's inequality,
한국공업규격,Korean Industrial Standard,
한국공업규격,Korean Industrial Standards,
한국표준협회,Korean Standards Association,
크레펠린 검사,Kraepelin test,
한국공업규격,KS,
한국표준협회,KSA,
쿤-터커 정리,Kuhn-Tucker theorem,
첨도,kurtosis,
키모그래프,kymograph,
레이블,label,
노동 설비 비율,labor equipment ratio,
노동계수,labor factor,
노동생산성,labor productivity,
노동률,labor rate,
실험실자동화,laboratory automation,
사다리식 논리그림,ladder logic diagram,
라그랑지 승수,Lagrange multipliers,
라그랑지 승수,Lagrange's multiplier,
라그랑지 함수,Lagrangian function,
라그랑지승수,Lagrangian multiplier,
적층,laminate,
근거리지역통신망,LAN,
라플라스 기준,Laplace criterion,
라플라스 변환,Laplace transform,
래핑,lapping,
랩 연마,lapping,
래핑,lapping,
랩 연마,lapping,
래핑 머신,lapping machine,
대표본,large sample,
대규모집적회로,large scale integration,
망대품질특성,larger-the-better quality characteristic,
레이저,laser,
레이저 용접,laser beam welding,
레이저 용접,laser-beam welding,
후입 선출법,last-in first-out method,
래치,latch,
잠복시간,latency,
외선,lateral rotation,
가장 늦은 허용 가능시간,latest allowable time for an event,
가장 늦은 완료시간,latest finish time for an activity,
가장 늦은 완료시간,latest finishing time,
가장 늦은 마디시간,latest node time,
가장 늦은 시작시간,latest start time for an activity,
가장 늦은 시작시간,latest starting time,
선반,lathe,
라틴 방격,Latin square,
대수의 법칙,law of large numbers,
가공 모양,lay,
해고,lay off,
해고,lay-off,
일시 해고제,lay-off system,
배치,layout,
고정위치배치,layout by fixed position,
기능별 배치,layout by function,
기종별 배치,layout by machine group,
공정별 배치,layout by process,
제품별 배치,layout by product,
제품별 배치,layout by products,
수명주기 비용,LCC,
액정화면,LCD,
관리하한,LCL,
리드스크루,lead screw,
조달 기간,lead time,
도선,lead wire,
선행지수,leading index,
인도식 프로그래밍,leadthrough programming,
학습,learning,
학습 여유,learning allowance,
학습 곡선,learning curve,
학습효과,learning effect,
학습률,learning rate,
학습 시스템,learning system,
매도후 임차,leaseback,
최소 실체 치수,least material condition,
최소 유의차,least significant difference,
최소 여유 시간,least slack time,
최소 자승법,least square method,
최소 자승법,least squares method,
양손동작분석표,left and right hand process chart,
독해성,legibility,
스트로크 길이,length of stroke,
신용장,letter of credit,
관리 수준,level of control,
인자 수준,level of factor,
유의 수준,level of significance,
수준 생산,level production,
평준화,leveling,
르벤버그-마카트법,Levenberg-Marquardt method,
차입자본이용,leverage,
차입자본비율,leverage ratio,
사전식 정렬,lexicographic ordering,
라이브러리,library,
라이브러리 함수,library function,
라이브러리 프로그램,library program,
수명,life,
수명주기,life cycle,
수명 주기비용,life cycle cost,
수명주기 비용,life cycle costing,
생활 환경,life environment,
수명표,life table,
수명시험,life test,
후입선출법,LIFO method,
드는 방법,lifting method,
명순응,light adaptation,
레이저,light amplification by stimulated emission of radiation,
LED,Light Emitting Diode,
경공업,light industry,
라이트펜,light pen,
광 감지기,light sensor,
발광 다이오드,light-emitting diode,
조명,lighting,
조명 방식,lighting system,
명도,lightness,
한계개수,limit number,
기각한계법,limit rejection method,
한계 스위치,limit switch,
제한 동작,limited motion,
제한순서로보트,limited sequence robot,
제한순서로봇,limited sequence robot,
제한순서로보트,limited sequence robot,
제한순서로봇,limited sequence robot,
한계스위치,limited switch,
시한동작,limiting motion,
한도품질,limiting quality,
라인,line,
라인균형,line balancing,
라인균형,line of balance,
LOB 기법,Line of Balance Technique,
라인 조직,line organization,
라인 생산,line production,
라인 속도,line speed,
평행추적 제어,line tracking control,
라인 앤드 스탭 조직,line-and-staff organization,
직계참모식 조직,line-and-staff organization,
라인 앤드 스탭 조직,line-and-staff organization,
직계참모식 조직,line-and-staff organization,
선형 결합,linear combination,
선형 상보문제,linear complementarity problem,
선형 제약식,linear constraint,
일차 수렴,linear convergence,
선형 의사결정 기법,linear decision rule,
1차 종속,linear dependence,
선형 방정식,linear equation,
선형추정량,linear estimator,
선형 함수,linear function,
선형 그래프,linear graph,
1차독립,linear independence,
선형 부등식,linear inequality,
선형모형,linear model,
선형 계획법,linear programming,
선형계획 문제,linear programming problem,
일차독립,liner independence,
링크,link,
링크 분석,link analysis,
립쉬츠 연속,Lipschitz continuous,
유동 자산,liquid assets,
액정화면,liquid cristal display,
액정화면,liquid cristal display monitor,
리스트,list,
리스트 처리,list processing,
리스트 프로그래밍,list programming,
리스트 구조,list structure,
리터럴,literal,
리틀의 공식,Little's formula,
유동 저장,live storage,
활성,liveness,
부하,load,
적재,load,
부하,load,
적재,load,
부하계수,load factor,
부하 평준화,load leveling,
부하분담모형,load sharing model,
로더,loader,
"적재, 부하",loading,
부하관리,loading control,
부하관리 문제,loading problem,
최대용량 생산,loading to infinite capacity,
근거리지역통신망,local area network,
국부 최적해,local optimum,
국부탐색법,local search,
국부전략,local strategy,
국부변수,local variable,
입지요인,location factor,
공장 폐쇄,lock out,
논리회로,logical circuit,
논리설계,logical design,
논리연산,logical operation,
논리적 레코드,logical record,
로지스틱 곡선,logistic curve,
물류지원시스템,logistic support system,
물류,logistics,
물류 비용,logistics costs,
물류 지표,logistics index,
대수정규분포,lognormal distribution,
